Name,class,LC,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,snippet,xcoord,ycoord,zcoord
A163,Agriculture,3,,,,-1,0,-1,,,,76.11757765,24.05269685,0
A164,Agriculture,3,,,,-1,0,-1,,,,75.97341369,24.00139272,0
A165,Agriculture,3,,,,-1,0,-1,,,,76.09822945,23.93306814,0
A166,Agriculture,3,,,,-1,0,-1,,,,76.01561076,23.93698528,0
A167,Agriculture,3,,,,-1,0,-1,,,,76.88133113,24.0218986,0
A168,Agriculture,3,,,,-1,0,-1,,,,81.29708915,17.83783229,0
A169,Agriculture,3,,,,-1,0,-1,,,,81.16652603,17.8646742,0
A17,Agriculture,3,,,,-1,0,-1,,,,76.84656772,24.33505086,0
A170,Agriculture,3,,,,-1,0,-1,,,,81.16421213,17.86241837,0
A171,Agriculture,3,,,,-1,0,-1,,,,81.03835323,17.811322,0
A172,Agriculture,3,,,,-1,0,-1,,,,81.00276473,17.87176296,0
A173,Agriculture,3,,,,-1,0,-1,,,,81.42474487,17.95801095,0
A174,Agriculture,3,,,,-1,0,-1,,,,81.31092053,17.95179802,0
A175,Agriculture,3,,,,-1,0,-1,,,,81.38346519,17.88714398,0
A176,Agriculture,3,,,,-1,0,-1,,,,81.18738583,17.88307216,0
A177,Agriculture,3,,,,-1,0,-1,,,,81.07671109,17.92983719,0
A178,Agriculture,3,,,,-1,0,-1,,,,80.99065005,17.9488498,0
A179,Agriculture,3,,,,-1,0,-1,,,,81.21688428,18.03557443,0
A18,Agriculture,3,,,,-1,0,-1,,,,76.92675191,24.3182416,0
A180,Agriculture,3,,,,-1,0,-1,,,,81.32514776,18.00885491,0
A181,Agriculture,3,,,,-1,0,-1,,,,81.42568346,17.99786719,0
A182,Agriculture,3,,,,-1,0,-1,,,,81.45887129,18.00363878,0
A183,Agriculture,3,,,,-1,0,-1,,,,81.46996399,18.11752932,0
A184,Agriculture,3,,,,-1,0,-1,,,,81.22779245,18.0665592,0
A185,Agriculture,3,,,,-1,0,-1,,,,81.17667395,18.05966773,0
A186,Agriculture,3,,,,-1,0,-1,,,,80.57193171,18.88835608,0
A187,Agriculture,3,,,,-1,0,-1,,,,80.71195931,18.93719341,0
A188,Agriculture,3,,,,-1,0,-1,,,,81.51626924,18.22109259,0
A189,Agriculture,3,,,,-1,0,-1,,,,81.47864158,18.20287841,0
A19,Agriculture,3,,,,-1,0,-1,,,,76.99349934,24.35841694,0
A190,Agriculture,3,,,,-1,0,-1,,,,81.34067011,18.19556043,0
A191,Agriculture,3,,,,-1,0,-1,,,,81.27318805,18.16554246,0
A192,Agriculture,3,,,,-1,0,-1,,,,81.13231669,18.20795931,0
A193,Agriculture,3,,,,-1,0,-1,,,,82.62320882,21.19272347,0
A194,Agriculture,3,,,,-1,0,-1,,,,82.61587034,21.15971156,0
A195,Agriculture,3,,,,-1,0,-1,,,,83.17412051,21.18191344,0
A196,Agriculture,3,,,,-1,0,-1,,,,83.14568122,21.14619446,0
A197,Agriculture,3,,,,-1,0,-1,,,,83.11127338,21.13738377,0
A198,Agriculture,3,,,,-1,0,-1,,,,83.04607826,21.1766432,0
A199,Agriculture,3,,,,-1,0,-1,,,,83.03179644,21.19070007,0
A2,Agriculture,3,,,,-1,0,-1,,,,75.1490084,24.84009225,0
A20,Agriculture,3,,,,-1,0,-1,,,,77.05392338,24.36416327,0
A200,Agriculture,3,,,,-1,0,-1,,,,83.03132605,21.15257386,0
A201,Agriculture,3,,,,-1,0,-1,,,,82.85943138,21.20273333,0
A202,Agriculture,3,,,,-1,0,-1,,,,82.91037786,21.19215821,0
A203,Agriculture,3,,,,-1,0,-1,,,,82.87849132,21.17469363,0
A204,Agriculture,3,,,,-1,0,-1,,,,82.75926228,21.19984586,0
A205,Agriculture,3,,,,-1,0,-1,,,,82.8416731,21.16907894,0
A206,Agriculture,3,,,,-1,0,-1,,,,82.83791964,21.17881778,0
A207,Agriculture,3,,,,-1,0,-1,,,,82.69618059,21.18596716,0
A208,Agriculture,3,,,,-1,0,-1,,,,82.55321654,21.20546073,0
A209,Agriculture,3,,,,-1,0,-1,,,,82.47861211,21.18279531,0
A21,Agriculture,3,,,,-1,0,-1,,,,77.07775069,24.44630312,0
A210,Agriculture,3,,,,-1,0,-1,,,,82.3989857,21.15413359,0
A211,Agriculture,3,,,,-1,0,-1,,,,82.28451815,21.20683496,0
A212,Agriculture,3,,,,-1,0,-1,,,,82.30880135,21.19090233,0
A213,Agriculture,3,,,,-1,0,-1,,,,82.31822878,21.13459054,0
A214,Agriculture,3,,,,-1,0,-1,,,,82.09042446,21.20124638,0
A215,Agriculture,3,,,,-1,0,-1,,,,82.13078695,21.14540724,0
A216,Agriculture,3,,,,-1,0,-1,,,,82.05812228,21.16430048,0
A217,Agriculture,3,,,,-1,0,-1,,,,81.99392824,21.16491814,0
A218,Agriculture,3,,,,-1,0,-1,,,,81.95507666,21.14483651,0
A219,Agriculture,3,,,,-1,0,-1,,,,81.94795157,21.18854107,0
A22,Agriculture,3,,,,-1,0,-1,,,,77.04173509,24.4279938,0
A220,Agriculture,3,,,,-1,0,-1,,,,81.80080739,21.20763711,0
A221,Agriculture,3,,,,-1,0,-1,,,,81.85643595,21.1818644,0
A222,Agriculture,3,,,,-1,0,-1,,,,81.87546846,21.19124283,0
A223,Agriculture,3,,,,-1,0,-1,,,,81.83340578,21.13854712,0
A224,Agriculture,3,,,,-1,0,-1,,,,81.73038869,21.19026594,0
A225,Agriculture,3,,,,-1,0,-1,,,,81.65981727,21.15083146,0
A226,Agriculture,3,,,,-1,0,-1,,,,81.51318501,21.19597674,0
A227,Agriculture,3,,,,-1,0,-1,,,,81.57639532,21.16484367,0
A228,Agriculture,3,,,,-1,0,-1,,,,81.4765215,21.15339782,0
A229,Agriculture,3,,,,-1,0,-1,,,,81.28904218,21.14889697,0
A23,Agriculture,3,,,,-1,0,-1,,,,77.12562682,24.70755019,0
A230,Agriculture,3,,,,-1,0,-1,,,,81.19466198,21.15745484,0
A231,Agriculture,3,,,,-1,0,-1,,,,81.03864269,21.20568188,0
A232,Agriculture,3,,,,-1,0,-1,,,,81.04326079,21.13444537,0
A233,Agriculture,3,,,,-1,0,-1,,,,80.97062581,21.1816769,0
A234,Agriculture,3,,,,-1,0,-1,,,,80.84417712,21.20614321,0
A234,Agriculture,3,,,,-1,0,-1,,,,80.72330164,21.07508033,0
A235,Agriculture,3,,,,-1,0,-1,,,,80.90429322,21.13457856,0
A235,Agriculture,3,,,,-1,0,-1,,,,80.77198541,21.09108297,0
A236,Agriculture,3,,,,-1,0,-1,,,,80.80517907,21.154728,0
A236,Agriculture,3,,,,-1,0,-1,,,,80.88528354,21.06113463,0
A237,Agriculture,3,,,,-1,0,-1,,,,80.77332539,21.14122034,0
A237,Agriculture,3,,,,-1,0,-1,,,,80.94537406,21.09560547,0
A238,Agriculture,3,,,,-1,0,-1,,,,80.68598276,21.14103057,0
A238,Agriculture,3,,,,-1,0,-1,,,,80.94233877,21.04843855,0
A239,Agriculture,3,,,,-1,0,-1,,,,80.55835869,21.19583212,0
A239,Agriculture,3,,,,-1,0,-1,,,,81.05416533,21.07658329,0
A24,Agriculture,3,,,,-1,0,-1,,,,77.37286852,24.64361661,0
A240,Agriculture,3,,,,-1,0,-1,,,,80.56576976,21.12917606,0
A240,Agriculture,3,,,,-1,0,-1,,,,81.16872094,21.09911302,0
A241,Agriculture,3,,,,-1,0,-1,,,,80.4678447,21.1570764,0
A241,Agriculture,3,,,,-1,0,-1,,,,81.20295623,21.04117938,0
A242,Agriculture,3,,,,-1,0,-1,,,,80.45396898,21.11136455,0
A242,Agriculture,3,,,,-1,0,-1,,,,81.30131397,21.06210347,0
A243,Agriculture,3,,,,-1,0,-1,,,,80.55454666,21.11088917,0
A243,Agriculture,3,,,,-1,0,-1,,,,81.33296517,21.11363405,0
A244,Agriculture,3,,,,-1,0,-1,,,,81.45101056,21.10599817,0
A245,Agriculture,3,,,,-1,0,-1,,,,81.54684943,21.07467807,0
A246,Agriculture,3,,,,-1,0,-1,,,,81.64432401,21.06643868,0
A247,Agriculture,3,,,,-1,0,-1,,,,81.71614277,21.11315115,0
A248,Agriculture,3,,,,-1,0,-1,,,,81.86725784,21.06640193,0
A249,Agriculture,3,,,,-1,0,-1,,,,81.92767907,21.11525879,0
A25,Agriculture,3,,,,-1,0,-1,,,,77.16380238,24.80419535,0
A250,Agriculture,3,,,,-1,0,-1,,,,81.93870255,21.05385568,0
A251,Agriculture,3,,,,-1,0,-1,,,,82.01947238,21.09658955,0
A252,Agriculture,3,,,,-1,0,-1,,,,82.17074983,21.06340475,0
A253,Agriculture,3,,,,-1,0,-1,,,,82.36126224,21.1144926,0
A254,Agriculture,3,,,,-1,0,-1,,,,82.3854413,21.11033667,0
A255,Agriculture,3,,,,-1,0,-1,,,,82.47939465,21.05718734,0
A256,Agriculture,3,,,,-1,0,-1,,,,82.52587841,21.04633917,0
A257,Agriculture,3,,,,-1,0,-1,,,,82.57285997,21.05668635,0
A258,Agriculture,3,,,,-1,0,-1,,,,82.57046833,21.02506774,0
A259,Agriculture,3,,,,-1,0,-1,,,,82.47943841,21.00314327,0
A26,Agriculture,3,,,,-1,0,-1,,,,76.9941543,24.99284578,0
A260,Agriculture,3,,,,-1,0,-1,,,,82.53155728,20.98729522,0
A261,Agriculture,3,,,,-1,0,-1,,,,82.38705822,21.02513179,0
A262,Agriculture,3,,,,-1,0,-1,,,,82.41519898,20.9635844,0
A263,Agriculture,3,,,,-1,0,-1,,,,82.35276123,21.00110179,0
A264,Agriculture,3,,,,-1,0,-1,,,,82.21812651,21.0240415,0
A265,Agriculture,3,,,,-1,0,-1,,,,82.12211494,20.95828882,0
A266,Agriculture,3,,,,-1,0,-1,,,,82.01268071,20.98982178,0
A267,Agriculture,3,,,,-1,0,-1,,,,81.94761411,21.01077857,0
A268,Agriculture,3,,,,-1,0,-1,,,,81.95231898,20.96659078,0
A269,Agriculture,3,,,,-1,0,-1,,,,81.80604081,21.02040787,0
A27,Agriculture,3,,,,-1,0,-1,,,,76.88452919,24.98723044,0
A270,Agriculture,3,,,,-1,0,-1,,,,81.77698282,20.9723187,0
A271,Agriculture,3,,,,-1,0,-1,,,,81.63625706,20.98116017,0
A272,Agriculture,3,,,,-1,0,-1,,,,80.52704514,21.00991261,0
A273,Agriculture,3,,,,-1,0,-1,,,,80.53792328,21.03363682,0
A274,Agriculture,3,,,,-1,0,-1,,,,80.56686031,21.02753073,0
A275,Agriculture,3,,,,-1,0,-1,,,,80.69620745,21.00735778,0
A276,Agriculture,3,,,,-1,0,-1,,,,80.77365205,20.97349126,0
A277,Agriculture,3,,,,-1,0,-1,,,,80.87401071,21.02581022,0
A278,Agriculture,3,,,,-1,0,-1,,,,80.99947755,20.97943905,0
A279,Agriculture,3,,,,-1,0,-1,,,,81.03899321,21.0028023,0
A28,Agriculture,3,,,,-1,0,-1,,,,77.30945287,25.04116152,0
A280,Agriculture,3,,,,-1,0,-1,,,,81.09297765,20.96582454,0
A281,Agriculture,3,,,,-1,0,-1,,,,81.58209312,21.02242114,0
A282,Agriculture,3,,,,-1,0,-1,,,,81.42450653,21.02147054,0
A283,Agriculture,3,,,,-1,0,-1,,,,81.45077917,20.96016113,0
A284,Agriculture,3,,,,-1,0,-1,,,,81.49574621,20.98039,0
A285,Agriculture,3,,,,-1,0,-1,,,,81.37563844,20.97302658,0
A286,Agriculture,3,,,,-1,0,-1,,,,81.23409582,21.00913167,0
A287,Agriculture,3,,,,-1,0,-1,,,,81.284077,20.9820578,0
A288,Agriculture,3,,,,-1,0,-1,,,,81.18394437,21.02725198,0
A289,Agriculture,3,,,,-1,0,-1,,,,80.52119267,20.94156246,0
A29,Agriculture,3,,,,-1,0,-1,,,,77.47978107,24.89971449,0
A290,Agriculture,3,,,,-1,0,-1,,,,80.60962758,20.86964126,0
A291,Agriculture,3,,,,-1,0,-1,,,,80.71187621,20.92331894,0
A292,Agriculture,3,,,,-1,0,-1,,,,80.76034874,20.90951181,0
A293,Agriculture,3,,,,-1,0,-1,,,,80.8526485,20.93505289,0
A294,Agriculture,3,,,,-1,0,-1,,,,81.0566451,20.93090112,0
A295,Agriculture,3,,,,-1,0,-1,,,,81.13898255,20.93528265,0
A296,Agriculture,3,,,,-1,0,-1,,,,81.16113108,20.86501022,0
A297,Agriculture,3,,,,-1,0,-1,,,,81.38928886,20.92917043,0
A298,Agriculture,3,,,,-1,0,-1,,,,81.46239196,20.92547602,0
A299,Agriculture,3,,,,-1,0,-1,,,,82.30576976,20.88487644,0
A3,Agriculture,3,,,,-1,0,-1,,,,76.81724096,24.53533893,0
A30,Agriculture,3,,,,-1,0,-1,,,,77.54149291,24.68677525,0
A300,Agriculture,3,,,,-1,0,-1,,,,82.19040167,20.8716173,0
A301,Agriculture,3,,,,-1,0,-1,,,,82.16381526,20.89050282,0
A302,Agriculture,3,,,,-1,0,-1,,,,82.00668392,20.87156206,0
A303,Agriculture,3,,,,-1,0,-1,,,,81.90497622,20.92522117,0
A304,Agriculture,3,,,,-1,0,-1,,,,81.80030273,20.9307978,0
A305,Agriculture,3,,,,-1,0,-1,,,,81.76823362,20.93090497,0
A306,Agriculture,3,,,,-1,0,-1,,,,81.64590685,20.8710856,0
A307,Agriculture,3,,,,-1,0,-1,,,,81.54303443,20.91765809,0
A308,Agriculture,3,,,,-1,0,-1,,,,82.31251666,20.83506205,0
A309,Agriculture,3,,,,-1,0,-1,,,,82.21401145,20.78877533,0
A31,Agriculture,3,,,,-1,0,-1,,,,77.54025113,24.62548775,0
A310,Agriculture,3,,,,-1,0,-1,,,,81.85246041,20.80548853,0
A311,Agriculture,3,,,,-1,0,-1,,,,80.58226593,20.82817389,0
A312,Agriculture,3,,,,-1,0,-1,,,,80.71480262,20.78148725,0
A313,Agriculture,3,,,,-1,0,-1,,,,81.06042121,20.83467677,0
A314,Agriculture,3,,,,-1,0,-1,,,,81.1168397,20.82483775,0
A315,Agriculture,3,,,,-1,0,-1,,,,81.17223066,20.81586014,0
A316,Agriculture,3,,,,-1,0,-1,,,,81.25946693,20.8071035,0
A317,Agriculture,3,,,,-1,0,-1,,,,81.33170406,20.77785808,0
A318,Agriculture,3,,,,-1,0,-1,,,,81.44560896,20.83425726,0
A319,Agriculture,3,,,,-1,0,-1,,,,81.52847309,20.83766569,0
A32,Agriculture,3,,,,-1,0,-1,,,,77.76631548,24.91427407,0
A320,Agriculture,3,,,,-1,0,-1,,,,81.61423199,20.80952381,0
A321,Agriculture,3,,,,-1,0,-1,,,,80.59301646,20.69464602,0
A322,Agriculture,3,,,,-1,0,-1,,,,80.72556236,20.74584582,0
A323,Agriculture,3,,,,-1,0,-1,,,,80.75824002,20.69690338,0
A324,Agriculture,3,,,,-1,0,-1,,,,81.05604239,20.7158052,0
A325,Agriculture,3,,,,-1,0,-1,,,,81.29755817,20.74442299,0
A326,Agriculture,3,,,,-1,0,-1,,,,81.38898479,20.73403854,0
A327,Agriculture,3,,,,-1,0,-1,,,,81.43539052,20.72750858,0
A328,Agriculture,3,,,,-1,0,-1,,,,81.61606491,20.74273053,0
A329,Agriculture,3,,,,-1,0,-1,,,,81.77987122,20.73600918,0
A33,Agriculture,3,,,,-1,0,-1,,,,77.8521098,24.90344354,0
A330,Agriculture,3,,,,-1,0,-1,,,,82.32331981,20.7102839,0
A331,Agriculture,3,,,,-1,0,-1,,,,82.22205656,20.71111872,0
A332,Agriculture,3,,,,-1,0,-1,,,,82.32037197,20.66156377,0
A333,Agriculture,3,,,,-1,0,-1,,,,81.91452449,20.6606614,0
A334,Agriculture,3,,,,-1,0,-1,,,,81.86570631,20.63665031,0
A335,Agriculture,3,,,,-1,0,-1,,,,81.78068176,20.61783677,0
A336,Agriculture,3,,,,-1,0,-1,,,,81.49563199,20.64479555,0
A337,Agriculture,3,,,,-1,0,-1,,,,81.34718806,20.66571174,0
A338,Agriculture,3,,,,-1,0,-1,,,,81.14957888,20.63799315,0
A339,Agriculture,3,,,,-1,0,-1,,,,81.06207823,20.64134287,0
A34,Agriculture,3,,,,-1,0,-1,,,,78.48200034,24.62376579,0
A34,Agriculture,3,,,,-1,0,-1,,,,78.47333258,24.64467783,0
A340,Agriculture,3,,,,-1,0,-1,,,,80.98841649,20.59921651,0
A341,Agriculture,3,,,,-1,0,-1,,,,80.84430925,20.649486,0
A342,Agriculture,3,,,,-1,0,-1,,,,80.81512151,20.64089177,0
A343,Agriculture,3,,,,-1,0,-1,,,,80.66584455,20.62880906,0
A344,Agriculture,3,,,,-1,0,-1,,,,80.57733501,20.65344807,0
A345,Agriculture,3,,,,-1,0,-1,,,,80.62389266,20.53893806,0
A346,Agriculture,3,,,,-1,0,-1,,,,80.71671313,20.55755784,0
A347,Agriculture,3,,,,-1,0,-1,,,,80.8173263,20.55381022,0
A348,Agriculture,3,,,,-1,0,-1,,,,80.85344165,20.57452436,0
A349,Agriculture,3,,,,-1,0,-1,,,,82.12487771,20.50627743,0
A35,Agriculture,3,,,,-1,0,-1,,,,78.03417573,24.79152965,0
A350,Agriculture,3,,,,-1,0,-1,,,,81.90878539,20.51080106,0
A351,Agriculture,3,,,,-1,0,-1,,,,81.09883307,20.52683404,0
A352,Agriculture,3,,,,-1,0,-1,,,,81.13055108,20.52741695,0
A353,Agriculture,3,,,,-1,0,-1,,,,81.26607756,20.57813681,0
A354,Agriculture,3,,,,-1,0,-1,,,,81.44706498,20.50389515,0
A355,Agriculture,3,,,,-1,0,-1,,,,81.51844815,20.5079049,0
A356,Agriculture,3,,,,-1,0,-1,,,,80.67296425,20.47551468,0
A357,Agriculture,3,,,,-1,0,-1,,,,80.75419562,20.41953161,0
A358,Agriculture,3,,,,-1,0,-1,,,,80.84612516,20.48749965,0
A359,Agriculture,3,,,,-1,0,-1,,,,81.0511128,20.43520638,0
A36,Agriculture,3,,,,-1,0,-1,,,,77.90881691,24.7622009,0
A36,Agriculture,3,,,,-1,0,-1,,,,78.12018399,25.22490825,0
A360,Agriculture,3,,,,-1,0,-1,,,,81.30208548,20.46325274,0
A361,Agriculture,3,,,,-1,0,-1,,,,82.21315829,20.41701048,0
A362,Agriculture,3,,,,-1,0,-1,,,,81.89797588,20.43550511,0
A363,Agriculture,3,,,,-1,0,-1,,,,81.71772837,20.45411222,0
A364,Agriculture,3,,,,-1,0,-1,,,,81.39156424,20.47219487,0
A365,Agriculture,3,,,,-1,0,-1,,,,81.41178245,20.40796139,0
A366,Agriculture,3,,,,-1,0,-1,,,,82.15628135,20.33513614,0
A367,Agriculture,3,,,,-1,0,-1,,,,82.01910638,20.32475242,0
A368,Agriculture,3,,,,-1,0,-1,,,,81.52837442,20.38293766,0
A369,Agriculture,3,,,,-1,0,-1,,,,81.43374039,20.36494967,0
A37,Agriculture,3,,,,-1,0,-1,,,,77.7939179,25.25599109,0
A370,Agriculture,3,,,,-1,0,-1,,,,81.37672039,20.32146858,0
A371,Agriculture,3,,,,-1,0,-1,,,,81.12774779,20.32438899,0
A372,Agriculture,3,,,,-1,0,-1,,,,80.622142,20.37610921,0
A373,Agriculture,3,,,,-1,0,-1,,,,80.8062653,20.38880658,0
A374,Agriculture,3,,,,-1,0,-1,,,,80.74276251,20.34491198,0
A375,Agriculture,3,,,,-1,0,-1,,,,80.99571916,20.36887603,0
A376,Agriculture,3,,,,-1,0,-1,,,,82.18740827,20.25044723,0
A377,Agriculture,3,,,,-1,0,-1,,,,81.91761627,20.27697781,0
A378,Agriculture,3,,,,-1,0,-1,,,,81.79077193,20.22277262,0
A379,Agriculture,3,,,,-1,0,-1,,,,80.5920304,20.3057687,0
A38,Agriculture,3,,,,-1,0,-1,,,,77.58962693,25.249129,0
A380,Agriculture,3,,,,-1,0,-1,,,,80.43463781,20.23960356,0
A381,Agriculture,3,,,,-1,0,-1,,,,80.76600053,20.26427295,0
A382,Agriculture,3,,,,-1,0,-1,,,,81.01304707,20.23102574,0
A383,Agriculture,3,,,,-1,0,-1,,,,81.34101091,20.30292871,0
A384,Agriculture,3,,,,-1,0,-1,,,,81.62729352,20.30233087,0
A385,Agriculture,3,,,,-1,0,-1,,,,81.42741925,20.28353485,0
A386,Agriculture,3,,,,-1,0,-1,,,,81.53033362,20.30152474,0
A387,Agriculture,3,,,,-1,0,-1,,,,82.18664722,20.19432073,0
A388,Agriculture,3,,,,-1,0,-1,,,,80.43765989,20.21186123,0
A389,Agriculture,3,,,,-1,0,-1,,,,80.51544394,20.20031361,0
A39,Agriculture,3,,,,-1,0,-1,,,,77.48230514,25.18762413,0
A390,Agriculture,3,,,,-1,0,-1,,,,80.92130817,20.18169003,0
A391,Agriculture,3,,,,-1,0,-1,,,,81.10337546,20.14369805,0
A392,Agriculture,3,,,,-1,0,-1,,,,82.00425996,20.15855444,0
A393,Agriculture,3,,,,-1,0,-1,,,,81.80204295,20.19855918,0
A394,Agriculture,3,,,,-1,0,-1,,,,81.55484157,20.19308408,0
A395,Agriculture,3,,,,-1,0,-1,,,,81.41437913,20.15247673,0
A396,Agriculture,3,,,,-1,0,-1,,,,81.3789702,20.21963366,0
A397,Agriculture,3,,,,-1,0,-1,,,,81.61124637,18.31454904,0
A398,Agriculture,3,,,,-1,0,-1,,,,81.45336453,18.25284581,0
A399,Agriculture,3,,,,-1,0,-1,,,,80.95349843,18.36628587,0
A4,Agriculture,3,,,,-1,0,-1,,,,76.81936063,24.52798023,0
A40,Agriculture,3,,,,-1,0,-1,,,,77.41372159,25.15289087,0
A400,Agriculture,3,,,,-1,0,-1,,,,81.34933291,18.39524585,0
A401,Agriculture,3,,,,-1,0,-1,,,,81.88282734,18.5698206,0
A402,Agriculture,3,,,,-1,0,-1,,,,81.51634146,18.55099968,0
A403,Agriculture,3,,,,-1,0,-1,,,,81.79968462,18.46618362,0
A404,Agriculture,3,,,,-1,0,-1,,,,80.73448841,18.48127028,0
A405,Agriculture,3,,,,-1,0,-1,,,,81.69871451,18.62117232,0
A406,Agriculture,3,,,,-1,0,-1,,,,80.54217378,18.68238863,0
A407,Agriculture,3,,,,-1,0,-1,,,,80.65137702,18.6240818,0
A408,Agriculture,3,,,,-1,0,-1,,,,81.66928304,18.66919184,0
